plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Basic,Monthly,Yes,No,2,9,153.86,100.7,1,31.0,1,1.66,0
Standard,Monthly,No,No,0,44,217.12,138.5,0,29.9,1,0.86,0
Basic,Annual,Yes,No,2,13,141.01,134.9,0,15.6,0,3.2,0
Basic,Monthly,Yes,No,1,19,113.48,120.6,0,18.4,0,0.02,0
Basic,Annual,No,No,2,23,37.56,184.9,1,11.5,0,0.93,0
Standard,Monthly,Yes,No,1,12,146.5,168.2,0,16.9,0,0.35,0
Basic,Monthly,Yes,No,0,30,120.4,72.1,0,13.2,0,1.04,0
Standard,Monthly,No,No,0,22,140.56,98.7,0,32.3,0,3.79,0
Pro,Annual,Yes,No,3,23,95.84,143.4,0,26.2,1,0.09,0
Pro,Annual,No,Yes,0,22,80.18,143.1,1,15.2,1,0.26,0
Standard,Monthly,Yes,No,2,15,71.84,138.1,0,27.7,0,3.23,1
Standard,Monthly,No,No,1,5,104.9,132.8,1,17.9,1,0.65,1
Basic,Monthly,Yes,No,1,5,80.58,102.9,0,8.4,0,4.35,1
Basic,Monthly,No,Yes,1,26,172.65,50.0,0,12.7,0,1.45,0
Basic,Monthly,No,No,2,9,48.58,98.9,1,9.2,0,0.57,1
Basic,Annual,No,No,4,27,89.41,133.7,0,28.3,0,1.28,0
Basic,Annual,No,Yes,0,84,242.11,59.1,4,13.8,0,2.62,0
Basic,Monthly,Yes,No,2,27,1.0,183.8,0,24.3,0,0.59,1
Basic,Monthly,Yes,No,2,18,111.0,114.0,1,10.7,0,3.91,1
Pro,Monthly,Yes,No,0,20,37.2,80.1,0,12.3,0,3.22,0
Standard,Annual,Yes,No,1,7,99.16,145.7,1,26.5,0,2.28,0
Pro,Monthly,Yes,No,0,26,93.15,100.8,0,35.8,0,0.98,0
Pro,Annual,Yes,Yes,0,12,51.27,123.1,0,6.1,1,1.17,0
Basic,Monthly,No,No,0,28,95.41,147.2,0,18.9,0,3.05,1
Basic,Monthly,Yes,No,1,36,73.8,216.0,1,18.5,0,2.1,1
Standard,Monthly,Yes,No,3,36,158.8,89.5,0,34.6,0,4.84,0
Standard,Monthly,Yes,No,2,18,197.48,191.9,2,14.9,0,1.94,0
Standard,Monthly,Yes,No,0,15,156.75,138.6,0,23.5,0,0.3,0
Standard,Monthly,No,No,1,30,174.02,92.4,1,3.2,0,0.74,0
Standard,Monthly,No,Yes,1,19,148.35,129.5,2,3.6,0,3.86,1
Basic,Monthly,Yes,Yes,2,23,205.45,118.7,1,33.6,0,1.18,0
Standard,Monthly,Yes,Yes,3,12,162.39,143.4,2,15.6,1,1.17,0
Basic,Monthly,Yes,No,1,14,170.58,217.8,1,15.4,0,4.0,1
Basic,Annual,Yes,No,0,15,93.17,203.2,1,7.2,0,0.65,1
Standard,Annual,Yes,Yes,2,18,145.56,154.4,0,6.4,0,0.36,0
Standard,Monthly,No,No,0,9,154.31,135.0,0,12.2,0,1.48,0
Standard,Monthly,No,No,2,13,172.39,138.9,3,12.4,1,1.9,1
Basic,Monthly,Yes,No,1,25,157.86,132.0,2,17.5,1,2.57,1
Basic,Monthly,No,No,1,28,87.92,165.2,1,31.2,0,0.68,1
Pro,Monthly,Yes,No,1,33,80.73,119.6,1,23.8,1,0.81,0
Pro,Monthly,No,No,1,14,129.17,104.2,1,21.5,1,0.26,0
Standard,Annual,No,No,1,8,78.07,75.9,0,12.7,0,0.4,0
Standard,Monthly,Yes,No,1,23,123.59,117.4,1,6.2,0,0.9,0
Standard,Annual,Yes,No,1,18,140.84,152.7,2,30.6,0,1.76,0
Basic,Monthly,Yes,No,1,22,152.6,131.7,1,16.0,0,1.82,0
Standard,Monthly,No,No,2,17,210.32,109.8,0,15.2,0,1.41,0
Standard,Annual,No,Yes,3,14,175.49,169.0,1,25.9,0,0.53,0
Basic,Monthly,No,No,2,8,151.33,201.4,2,39.6,0,0.29,0
Standard,Monthly,No,No,0,21,71.88,126.6,1,26.9,0,0.46,1
Standard,Annual,No,Yes,1,20,48.78,131.9,1,19.2,0,0.2,0
Basic,Monthly,Yes,No,0,18,59.24,103.6,0,9.5,0,2.27,0
Standard,Monthly,Yes,Yes,1,12,170.47,230.3,0,2.9,0,1.31,1
Standard,Annual,No,No,2,12,147.35,152.5,0,4.9,1,1.39,0
Pro,Annual,No,No,1,8,170.31,109.5,2,8.4,1,0.44,0
Basic,Monthly,Yes,No,1,5,102.19,69.0,1,15.1,0,1.73,1
Standard,Annual,No,No,4,11,54.44,188.3,0,14.9,0,2.34,1
Basic,Monthly,Yes,Yes,2,19,80.32,97.3,0,24.4,1,0.54,0
Standard,Monthly,Yes,Yes,0,10,165.76,171.0,0,25.6,0,2.05,0
Standard,Monthly,Yes,No,3,16,178.28,102.3,0,16.4,0,1.43,0
Basic,Monthly,Yes,No,4,33,130.8,166.7,3,10.7,0,0.91,0
Basic,Monthly,Yes,No,1,17,138.51,148.5,2,24.9,0,0.9,0
Basic,Monthly,Yes,No,1,18,157.71,128.6,0,12.5,0,2.44,1
Standard,Monthly,No,No,4,21,60.94,106.1,0,25.9,0,1.05,1
Basic,Monthly,No,No,0,47,155.9,117.6,0,2.1,0,1.79,0
Standard,Monthly,Yes,No,0,16,130.81,158.3,1,19.3,0,0.39,0
Standard,Monthly,No,No,1,39,103.24,84.1,0,13.1,0,0.25,0
Basic,Monthly,Yes,Yes,2,15,64.01,137.4,0,24.8,0,0.23,1
Standard,Annual,Yes,No,0,18,131.87,87.4,0,16.7,0,0.97,0
Standard,Monthly,Yes,No,0,17,99.86,143.6,1,15.9,0,0.29,0
Standard,Annual,No,No,2,4,95.04,209.9,0,3.9,0,1.18,1
Basic,Annual,No,No,2,18,231.71,134.4,0,21.0,0,1.12,0
Basic,Monthly,No,No,0,22,142.19,98.1,0,7.9,0,0.58,0
Basic,Annual,No,No,0,35,98.89,123.5,0,3.9,0,1.31,0
Standard,Annual,Yes,No,2,19,128.08,132.3,0,19.3,0,0.96,0
Pro,Annual,No,Yes,3,37,162.15,110.6,0,29.0,1,0.7,0
Basic,Annual,Yes,Yes,0,15,144.39,120.0,0,18.3,0,0.78,0
Standard,Monthly,No,Yes,1,46,86.06,174.4,1,7.3,0,1.2,1
Standard,Annual,Yes,No,3,29,110.26,50.0,1,5.9,0,1.12,0
Pro,Monthly,Yes,No,1,8,165.85,121.1,1,12.2,0,0.36,0
Basic,Monthly,Yes,No,2,27,223.26,148.7,1,12.1,1,2.2,0
Basic,Monthly,Yes,No,1,9,107.41,174.1,0,25.1,0,4.89,1
Standard,Monthly,No,No,2,36,101.65,173.3,0,29.0,0,0.3,1
Standard,Monthly,Yes,No,1,21,133.75,159.1,1,7.1,0,0.6,0
Basic,Monthly,No,No,1,26,183.8,161.8,0,6.9,0,0.82,0
Standard,Monthly,No,No,0,29,119.32,201.9,1,24.7,2,0.42,1
Pro,Monthly,Yes,Yes,1,5,148.82,75.1,2,4.6,0,0.69,0
Standard,Monthly,No,Yes,1,20,163.35,142.8,2,22.5,0,2.85,0
Standard,Monthly,No,No,0,42,102.83,113.9,1,48.8,0,0.37,0
Basic,Monthly,Yes,No,1,29,79.82,92.7,0,20.2,0,0.49,0
Basic,Monthly,Yes,No,0,17,142.34,201.2,1,10.6,0,3.13,1
Basic,Annual,Yes,No,0,15,72.3,113.5,1,20.6,0,0.25,0
Pro,Monthly,Yes,No,1,4,67.07,166.7,0,13.3,1,2.6,1
Basic,Annual,Yes,No,1,44,87.73,103.0,0,16.1,1,1.36,0
Basic,Monthly,Yes,No,0,14,137.3,140.7,1,21.5,0,0.48,1
Pro,Monthly,Yes,No,1,33,147.99,70.2,0,16.1,2,0.42,0
Basic,Annual,Yes,No,2,25,129.82,133.5,2,6.0,0,0.37,0
Standard,Monthly,No,No,0,16,241.9,125.3,1,12.3,0,4.38,0
Standard,Annual,No,Yes,0,20,71.22,99.7,3,10.4,0,1.51,1
Pro,Monthly,Yes,No,2,33,194.71,145.8,3,13.7,0,1.12,0
Standard,Monthly,No,No,0,21,78.35,139.3,3,6.8,0,0.32,0
Basic,Monthly,Yes,No,1,10,134.96,120.8,0,22.1,0,0.51,0
Basic,Monthly,Yes,Yes,0,14,60.41,143.8,1,20.1,0,1.31,1
Standard,Monthly,No,No,0,55,116.76,117.7,0,22.0,1,2.08,0
Standard,Monthly,No,No,0,55,187.42,151.5,0,35.1,1,1.88,0
Basic,Monthly,Yes,No,0,15,246.32,148.2,0,17.6,0,6.33,0
Basic,Monthly,Yes,No,4,22,100.68,160.5,1,11.8,0,2.79,0
Standard,Annual,Yes,No,0,19,95.61,125.2,0,21.3,0,0.78,0
Pro,Monthly,No,No,2,29,67.53,146.3,0,22.6,1,2.65,0
Standard,Monthly,No,Yes,1,14,124.87,136.8,1,14.7,0,1.38,1
Basic,Monthly,No,No,2,11,129.74,57.1,0,17.4,1,0.66,0
Pro,Monthly,No,No,1,24,238.7,195.2,1,9.3,0,0.26,0
Basic,Annual,Yes,No,3,17,151.61,50.0,1,36.9,0,0.86,0
Pro,Annual,Yes,No,2,26,82.19,143.1,2,11.2,0,2.88,0
Basic,Monthly,Yes,No,1,17,202.23,107.0,1,17.0,0,0.97,0
Basic,Monthly,Yes,Yes,2,25,118.8,102.5,0,1.4,0,0.36,0
Basic,Monthly,Yes,Yes,0,6,12.04,84.3,3,10.9,1,2.86,1
Basic,Monthly,Yes,Yes,0,15,78.37,155.9,0,21.3,1,0.9,1
Basic,Monthly,No,No,0,45,126.98,160.7,0,15.9,0,0.79,0
Standard,Annual,Yes,No,0,19,125.32,106.0,1,43.7,0,1.83,0
Basic,Annual,Yes,No,0,21,70.8,145.8,1,29.8,0,1.21,0
Pro,Monthly,No,No,2,17,139.53,131.0,1,10.6,0,1.95,0
Standard,Monthly,Yes,No,1,26,127.17,111.8,0,12.9,0,0.06,0
Basic,Monthly,Yes,No,1,29,124.04,133.1,0,24.2,0,0.18,0
Standard,Monthly,Yes,No,1,38,131.04,163.5,0,16.5,0,1.68,0
Pro,Annual,No,No,0,7,80.05,112.6,1,18.2,1,1.73,1
Basic,Monthly,Yes,Yes,2,12,118.64,172.2,2,9.8,0,0.59,1
Standard,Monthly,No,No,3,26,123.19,163.0,0,8.8,0,1.15,0
Basic,Monthly,No,No,1,27,104.28,114.7,0,12.4,0,2.19,0
Standard,Monthly,Yes,Yes,1,23,130.51,66.8,0,20.7,1,0.24,0
Basic,Monthly,Yes,No,2,20,129.73,218.8,1,32.6,1,0.13,0
Standard,Monthly,Yes,No,2,5,215.24,147.7,0,13.7,1,1.31,0
Standard,Annual,No,Yes,0,10,99.01,50.0,3,12.8,0,2.21,1
Pro,Monthly,Yes,No,1,33,141.84,155.9,0,29.3,0,0.58,0
Standard,Monthly,No,No,3,31,162.74,115.7,0,7.6,0,0.54,0
Standard,Monthly,Yes,No,1,19,1.0,137.6,0,12.1,0,1.01,1
Basic,Monthly,No,No,0,16,131.15,192.4,3,2.9,0,0.86,1
Basic,Monthly,No,Yes,1,25,158.7,210.8,2,6.5,1,0.8,1
Pro,Monthly,Yes,No,2,28,171.72,148.9,1,17.2,0,1.37,0
Standard,Monthly,No,Yes,1,12,108.26,95.9,1,22.3,1,1.35,0
Pro,Monthly,No,Yes,1,10,62.66,118.4,0,14.3,0,0.96,0
Basic,Monthly,No,No,0,28,59.38,153.5,1,18.2,0,1.46,1
Basic,Monthly,Yes,No,0,38,124.57,115.6,1,16.6,0,0.75,0
Basic,Monthly,Yes,No,1,77,150.97,147.8,0,7.7,0,0.39,0
Standard,Annual,Yes,No,0,10,192.45,158.8,2,9.6,0,1.34,0
Basic,Monthly,Yes,No,5,18,145.96,132.0,2,16.3,0,0.77,0
Basic,Monthly,Yes,No,1,14,192.75,174.3,2,15.4,1,4.06,1
Pro,Monthly,Yes,Yes,1,48,83.68,145.6,1,2.7,0,0.62,0
Standard,Annual,Yes,No,1,31,16.56,81.0,0,41.3,0,0.7,0
Basic,Monthly,Yes,No,2,21,50.84,165.2,2,18.7,1,2.5,1
Basic,Monthly,No,No,0,21,226.23,133.4,0,18.2,1,0.85,0
Standard,Monthly,Yes,No,2,31,149.16,156.8,0,13.0,0,0.77,0
Basic,Monthly,Yes,Yes,0,18,108.49,127.4,0,26.0,0,1.14,0
Basic,Monthly,Yes,No,0,12,78.7,136.3,1,6.7,0,1.31,0
Basic,Monthly,No,No,1,10,65.75,158.0,0,14.0,1,1.08,1
Standard,Monthly,Yes,No,0,18,178.1,154.8,0,7.8,1,1.1,0
Standard,Monthly,Yes,No,5,12,102.51,100.3,1,21.5,0,0.28,0
Basic,Monthly,No,No,1,7,74.88,137.5,0,8.9,0,1.27,1
Basic,Monthly,Yes,No,1,11,189.96,89.1,0,8.6,0,1.86,0
Basic,Monthly,No,No,2,39,69.78,99.3,0,31.5,0,3.06,1
Standard,Annual,Yes,Yes,0,40,146.57,167.6,1,27.1,0,0.28,0
Basic,Monthly,Yes,No,3,15,95.66,145.0,1,35.9,0,0.55,0
Standard,Monthly,No,No,1,24,204.66,105.5,3,19.9,0,2.0,0
Pro,Monthly,Yes,No,4,42,133.72,86.7,2,11.5,0,1.53,0
Basic,Monthly,No,No,3,15,122.74,165.4,0,7.7,1,0.7,1
Standard,Monthly,No,No,1,20,175.09,151.7,1,27.0,1,0.56,0
Basic,Monthly,Yes,No,2,42,121.56,143.7,2,8.5,0,1.29,0
Standard,Monthly,No,Yes,1,14,146.12,116.8,0,19.9,0,1.75,0
Basic,Monthly,No,No,1,12,35.8,98.7,0,2.5,0,2.06,1
Basic,Annual,Yes,No,1,17,102.23,165.2,0,30.1,1,0.14,0
Pro,Monthly,No,No,0,14,43.11,150.2,0,21.0,0,1.46,1
Basic,Monthly,Yes,No,2,27,117.61,124.9,0,8.4,0,0.87,0
Basic,Monthly,Yes,Yes,1,16,9.83,133.0,0,7.4,1,0.13,1
Standard,Annual,No,No,2,39,101.97,68.3,1,2.6,0,1.64,0
Standard,Annual,Yes,Yes,0,22,171.03,134.0,2,14.1,0,1.52,0
Standard,Annual,No,Yes,2,45,129.3,133.5,0,4.8,1,0.6,0
Standard,Annual,Yes,No,1,27,106.8,154.0,1,22.6,0,1.03,0
Basic,Annual,No,No,1,33,94.71,187.0,2,19.0,0,2.16,1
Basic,Monthly,No,Yes,0,14,168.79,84.2,1,7.3,0,1.83,0
Standard,Monthly,Yes,No,0,31,108.8,165.4,1,11.6,0,1.45,1
Standard,Monthly,Yes,No,4,21,108.93,155.0,1,25.8,1,1.63,0
Basic,Annual,Yes,No,2,34,192.93,174.9,0,7.0,0,1.06,0
Basic,Annual,No,No,2,9,97.02,119.5,0,27.1,0,0.87,1
Standard,Monthly,No,No,2,18,59.15,94.2,2,29.2,0,2.27,1
Basic,Annual,Yes,Yes,2,6,197.87,107.6,0,21.8,0,2.91,0
Standard,Monthly,Yes,No,4,10,132.98,140.7,0,9.0,0,1.1,1
Basic,Monthly,No,No,1,18,130.09,162.2,0,22.9,1,2.61,1
Standard,Monthly,No,Yes,0,11,119.82,106.1,0,8.7,0,1.8,1
Standard,Monthly,Yes,No,1,18,226.33,131.4,0,8.4,0,2.18,0
Basic,Monthly,Yes,No,1,11,117.11,104.1,1,6.6,1,0.15,0
Basic,Annual,No,No,0,15,114.1,115.1,2,10.9,0,1.16,0
Basic,Monthly,Yes,No,2,19,186.13,162.6,0,21.5,0,3.03,0
Standard,Monthly,No,Yes,1,32,78.81,158.9,2,15.5,0,1.27,1
Standard,Monthly,No,No,0,20,73.03,194.7,0,41.3,0,0.85,1
Standard,Monthly,No,No,1,30,104.3,66.3,0,9.8,0,0.95,0
Standard,Annual,No,No,2,9,169.27,104.0,1,11.6,0,1.01,1
Standard,Annual,No,No,3,16,52.0,117.6,0,6.9,1,0.55,0
Basic,Monthly,Yes,No,0,5,67.5,116.9,1,12.7,2,0.21,1
Pro,Monthly,No,No,1,16,193.64,136.5,0,11.0,1,0.8,0
Basic,Annual,Yes,Yes,3,44,162.26,144.3,0,11.7,0,1.01,0
Standard,Monthly,Yes,No,0,5,111.82,187.8,1,9.8,0,0.29,1
Basic,Annual,Yes,No,0,7,120.82,105.4,0,13.0,0,0.63,0
Standard,Monthly,No,Yes,1,16,210.44,132.6,1,5.1,1,0.86,0
Basic,Monthly,No,No,1,30,99.47,135.6,0,21.8,0,1.69,1
Basic,Annual,No,No,1,13,138.45,134.4,0,7.8,0,2.2,0
Basic,Monthly,Yes,No,2,28,176.96,111.0,2,36.4,0,0.57,0
Basic,Monthly,Yes,No,0,16,74.03,179.2,1,14.5,0,0.52,1
Basic,Annual,Yes,No,1,51,113.53,166.5,0,8.9,0,1.07,0
Basic,Monthly,Yes,Yes,2,31,100.71,189.5,1,20.0,0,1.08,1
Basic,Annual,No,Yes,0,13,180.92,163.6,0,26.7,0,0.29,0
Standard,Monthly,Yes,No,1,3,167.38,74.7,0,34.7,0,0.59,0
Basic,Monthly,No,No,2,21,96.64,62.4,0,8.4,1,0.69,0
Pro,Annual,Yes,No,5,17,123.2,191.8,0,5.9,0,1.81,0
Basic,Monthly,Yes,No,4,21,133.7,206.4,0,7.9,0,1.08,1
Basic,Annual,Yes,No,2,29,175.94,50.0,0,30.3,0,0.18,0
Standard,Monthly,No,No,1,32,164.36,151.6,3,3.5,0,2.59,1
Standard,Annual,Yes,Yes,1,27,107.47,104.0,2,18.9,0,2.49,0
Standard,Annual,No,No,1,20,167.49,78.7,0,13.7,0,0.32,0
Basic,Monthly,Yes,No,4,8,224.04,103.4,1,2.4,0,0.18,0
Basic,Monthly,No,No,0,22,49.21,204.3,0,17.5,0,1.78,1
Standard,Monthly,Yes,No,2,18,133.35,152.0,0,13.0,1,0.94,1
Basic,Monthly,Yes,No,1,5,39.93,119.1,0,23.5,1,1.44,1
Basic,Monthly,No,Yes,0,33,161.51,185.9,1,23.8,0,0.41,0
Basic,Monthly,Yes,No,0,26,19.7,155.0,2,32.2,0,1.77,1
Basic,Monthly,No,Yes,0,14,242.49,125.3,0,24.3,0,2.84,0
Basic,Annual,Yes,No,2,41,156.98,162.6,1,13.7,0,0.83,0
Standard,Monthly,Yes,No,0,18,183.43,131.5,1,6.3,1,0.34,0
Pro,Annual,Yes,Yes,1,10,149.36,168.2,1,29.5,1,1.4,0
Basic,Monthly,Yes,Yes,0,8,232.18,105.2,0,12.3,0,0.81,0
Basic,Monthly,No,No,1,13,46.5,150.7,1,38.3,0,1.06,1
Pro,Monthly,Yes,No,0,17,171.87,124.1,0,11.8,1,0.16,0
Basic,Monthly,Yes,No,3,29,84.06,107.0,1,8.3,0,1.07,0
Standard,Annual,Yes,Yes,2,28,129.51,166.1,0,6.4,0,1.51,0
Basic,Monthly,No,No,1,26,146.64,75.8,3,7.3,0,2.39,0
Basic,Monthly,Yes,No,0,5,164.81,157.6,1,14.5,0,0.7,0
Standard,Annual,Yes,No,1,9,69.24,145.9,0,20.7,2,1.3,0
Basic,Monthly,Yes,No,0,25,46.54,137.3,1,13.5,0,0.82,1
Standard,Monthly,Yes,No,1,13,76.66,119.9,0,24.4,0,1.61,1
Basic,Monthly,Yes,No,0,19,102.69,140.7,2,34.4,0,0.31,0
Basic,Monthly,Yes,No,0,18,122.0,107.5,2,12.3,0,1.78,1
Basic,Monthly,No,No,0,10,245.26,136.8,0,31.7,0,0.78,0
Pro,Monthly,Yes,No,0,14,96.52,127.3,3,10.0,0,0.45,0
Basic,Monthly,Yes,No,0,3,223.95,170.2,0,9.9,1,0.32,0
Basic,Monthly,Yes,No,0,15,85.42,113.4,1,12.4,1,3.67,1
Basic,Monthly,Yes,No,0,12,138.95,198.2,0,9.4,0,1.59,0
Basic,Monthly,No,No,0,13,100.12,177.3,0,17.1,0,0.25,1
Pro,Monthly,No,No,0,13,226.97,162.9,0,9.1,1,2.11,0
Pro,Monthly,Yes,No,1,51,152.6,107.7,2,20.2,0,0.74,0
Pro,Annual,Yes,No,0,8,195.64,153.7,0,23.5,0,1.0,0
Pro,Annual,Yes,No,0,40,188.11,144.5,1,30.6,0,1.21,0
Standard,Monthly,Yes,No,0,13,134.64,127.3,0,12.4,0,0.91,1
Basic,Annual,Yes,No,1,30,218.07,129.8,1,4.9,0,1.01,0
Pro,Monthly,Yes,No,0,31,125.02,162.9,0,22.1,0,0.54,0
Standard,Monthly,No,No,4,28,137.39,173.5,1,7.3,0,4.19,1
Standard,Annual,Yes,No,3,19,102.47,170.7,1,4.4,0,1.46,0
Standard,Monthly,No,Yes,2,40,92.48,181.6,0,12.9,0,1.29,1
Basic,Monthly,Yes,No,1,29,104.8,114.1,0,18.1,1,1.0,0
Standard,Monthly,Yes,No,4,3,219.51,166.0,0,5.4,0,1.68,1
Standard,Annual,Yes,No,2,40,175.41,158.0,1,32.0,0,1.75,0
Basic,Annual,Yes,No,0,27,124.25,225.4,0,22.1,0,0.86,0
Basic,Monthly,Yes,Yes,1,30,75.07,111.2,1,6.4,0,2.32,1
Basic,Annual,Yes,No,0,17,119.16,95.6,1,15.2,0,0.31,0
Basic,Monthly,No,Yes,3,36,143.28,115.1,1,14.5,0,2.11,0
Basic,Monthly,No,No,1,18,153.71,108.5,1,8.2,1,0.33,0
Standard,Monthly,Yes,No,0,11,92.8,97.6,0,1.6,0,1.51,0
Basic,Monthly,No,Yes,0,11,138.11,88.0,1,30.1,0,1.09,0
Basic,Monthly,No,No,0,4,182.8,137.3,1,17.4,0,1.68,0
Standard,Annual,Yes,No,0,4,69.94,116.8,0,4.9,0,1.55,1
Pro,Monthly,Yes,No,2,15,226.47,168.8,1,17.7,1,1.13,0
Standard,Annual,Yes,No,1,13,119.32,170.2,1,13.2,0,0.81,0
Standard,Monthly,Yes,No,2,19,77.88,138.4,1,16.5,0,0.58,0
Basic,Monthly,No,No,0,21,61.98,75.8,0,23.4,0,3.44,1
Basic,Annual,No,No,1,15,138.29,180.4,2,26.0,0,1.21,1
Basic,Monthly,Yes,No,1,27,94.95,142.1,1,8.6,0,0.67,1
Basic,Monthly,Yes,No,1,16,146.51,172.2,1,10.0,1,2.58,1
Standard,Annual,No,Yes,3,13,210.14,154.5,1,4.5,0,1.18,0
Basic,Annual,Yes,Yes,1,18,161.09,163.0,0,7.9,0,1.38,0
Basic,Annual,Yes,No,0,28,157.89,151.2,1,17.3,0,1.1,0
Basic,Annual,Yes,No,0,22,81.84,90.9,0,8.3,0,0.87,0
Standard,Monthly,Yes,No,0,6,112.37,129.4,1,28.4,0,0.89,1
Standard,Annual,No,No,0,13,238.28,104.1,1,11.8,0,2.41,0
Basic,Monthly,Yes,No,2,19,34.97,205.4,0,16.1,1,0.2,1
Pro,Monthly,Yes,Yes,1,7,193.25,120.6,2,7.3,0,2.04,0
Basic,Monthly,No,No,2,16,133.01,113.2,1,11.2,0,1.3,0
Pro,Monthly,Yes,No,2,6,120.06,108.2,1,11.9,0,1.28,0
Basic,Monthly,Yes,Yes,3,18,157.51,182.6,0,23.4,0,1.85,0
Standard,Monthly,No,No,1,9,170.23,120.6,0,34.2,0,0.28,0
Basic,Monthly,Yes,No,4,20,162.13,134.4,0,13.9,2,1.53,0
Standard,Annual,No,No,0,12,160.95,88.9,3,14.7,1,0.35,0
Standard,Annual,No,No,1,33,85.87,134.5,0,10.3,0,2.29,0
Basic,Monthly,Yes,Yes,2,9,130.82,105.4,0,18.6,0,2.17,0
Standard,Monthly,Yes,Yes,0,37,177.63,76.5,2,10.9,0,0.61,0
Pro,Annual,Yes,Yes,1,44,180.9,143.8,1,15.0,0,1.29,0
Basic,Monthly,Yes,Yes,0,14,141.31,66.7,0,29.3,0,1.32,0
Standard,Annual,Yes,No,3,36,186.3,129.8,5,12.3,0,1.78,0
Basic,Monthly,Yes,No,1,6,73.92,71.7,0,19.3,0,0.28,0
Pro,Annual,No,No,2,21,154.41,160.1,0,15.9,0,0.24,0
Standard,Monthly,Yes,No,1,23,136.6,136.8,2,7.6,1,2.21,1
Standard,Monthly,Yes,No,1,11,119.93,118.1,2,4.7,0,0.54,1
Standard,Monthly,Yes,No,1,37,85.84,129.7,0,5.3,0,3.38,1
Standard,Monthly,Yes,Yes,1,24,182.19,160.2,1,2.3,0,0.22,0
Standard,Monthly,No,Yes,0,14,157.34,87.3,0,12.7,0,2.26,1
Standard,Annual,Yes,No,1,13,94.01,103.1,0,5.5,0,0.72,0
Standard,Annual,No,No,4,25,119.05,50.0,0,38.1,0,2.5,0
Basic,Monthly,Yes,No,1,18,79.3,167.2,0,33.1,0,1.33,1
Basic,Annual,Yes,No,2,19,79.39,161.8,1,39.7,1,0.61,0
Basic,Annual,No,No,1,28,146.5,131.6,0,32.6,0,3.15,0
Basic,Monthly,No,No,1,30,105.11,176.2,0,26.7,1,0.97,0
Basic,Monthly,No,No,1,17,155.73,123.4,0,12.0,0,0.96,0
Standard,Monthly,Yes,No,0,17,90.52,119.5,0,5.7,1,1.14,1
Standard,Monthly,No,No,1,18,99.92,202.1,2,20.6,0,1.36,1
Standard,Monthly,No,No,0,16,147.93,138.7,1,14.5,0,0.6,0
Basic,Monthly,Yes,No,1,25,183.15,104.6,0,17.2,0,2.48,0
Standard,Annual,No,No,1,9,94.89,184.2,1,30.7,0,0.49,0
Basic,Annual,No,No,0,25,160.89,107.7,0,18.5,0,0.31,0
Basic,Annual,Yes,No,1,12,148.44,197.3,1,13.9,1,0.4,0
Standard,Monthly,No,No,1,36,114.59,152.1,0,27.0,0,0.44,0
Basic,Monthly,No,No,0,24,117.63,199.5,1,4.6,1,2.47,1
Basic,Monthly,No,Yes,1,25,66.31,141.4,1,13.0,0,0.92,1
Standard,Monthly,No,No,1,15,211.82,152.3,1,11.4,0,0.3,0
Standard,Monthly,Yes,No,0,7,147.15,60.3,1,9.0,0,0.97,0
Pro,Monthly,Yes,No,0,17,127.17,189.7,2,18.1,1,0.8,1
Standard,Monthly,Yes,No,1,46,126.47,110.5,0,17.0,0,0.57,0
Basic,Annual,No,No,0,20,104.32,168.3,0,39.0,1,0.9,0
Basic,Monthly,No,No,2,38,100.37,173.8,0,15.2,1,1.87,1
Standard,Monthly,No,No,0,16,164.41,149.7,0,31.9,0,2.87,0
Basic,Monthly,No,No,0,21,198.17,195.1,3,23.5,0,0.28,0
Standard,Monthly,Yes,No,4,35,114.68,165.4,0,13.3,0,1.05,0
Standard,Monthly,Yes,No,0,40,93.5,107.1,0,18.4,1,0.18,0
Pro,Monthly,No,No,1,16,108.99,50.0,0,18.7,1,1.1,0
Standard,Monthly,Yes,No,0,16,165.29,98.9,0,7.5,0,1.18,0
Pro,Annual,Yes,No,1,26,171.09,99.0,0,14.5,1,0.99,0
Pro,Monthly,Yes,No,2,15,157.37,94.4,0,21.0,0,1.39,0
Basic,Annual,Yes,No,0,18,158.66,155.8,1,4.6,0,4.11,1
Basic,Annual,No,No,1,14,149.44,156.5,3,39.4,0,0.59,0
Standard,Annual,Yes,No,2,33,116.96,68.2,0,3.8,0,1.87,0
Standard,Annual,Yes,No,0,41,129.0,159.9,0,13.6,0,1.51,0
Standard,Monthly,Yes,No,0,30,34.53,113.5,2,21.2,0,3.98,1
Standard,Monthly,No,No,1,8,95.54,143.6,0,16.0,1,0.87,1
Basic,Annual,Yes,No,0,30,145.27,166.9,0,11.2,0,0.49,0
Basic,Monthly,Yes,No,2,30,111.08,204.5,0,12.1,0,1.39,1
Pro,Monthly,Yes,No,3,21,120.49,126.3,1,26.6,0,1.07,0
Standard,Monthly,Yes,No,1,10,40.83,155.6,0,25.8,0,0.23,1
Standard,Annual,Yes,No,0,9,140.54,101.7,1,28.9,0,1.88,1
Standard,Monthly,Yes,No,2,27,175.75,146.8,1,32.3,1,2.32,0
Pro,Monthly,No,No,4,32,48.41,141.0,0,11.6,0,0.75,1
